Tweet_id,score
271,0.12001978
272,0.048411198
273,HttpError
274,HttpError
275,HttpError
276,0.1248645
277,HttpError
278,0.090376094
279,0.15934764
280,0.09566163
281,0.6885538
282,0.2510856
283,0.06744732
284,HttpError
285,0.091551654
286,HttpError
287,0.35144654
288,0.065943
289,HttpError
290,0.2616182
291,HttpError
292,0.24331637
293,HttpError
294,HttpError
295,0.8377612
296,0.09851823
297,HttpError
298,HttpError
299,0.069400325
300,0.13550289
301,HttpError
302,HttpError
303,HttpError
304,0.1753159
305,HttpError
306,0.12372314
307,HttpError
308,HttpError
309,0.18435368
310,HttpError
311,0.12642147
312,0.08773874
313,0.38277024
314,0.2796386
315,HttpError
316,0.23149192
317,0.22157627
318,HttpError
319,HttpError
320,0.0943095
321,0.19358428
322,HttpError
323,0.36221752
324,HttpError
325,HttpError
326,0.11697232
327,0.7309962
328,0.1180953
329,0.065668635
330,0.19893026
331,HttpError
332,0.19269769
333,HttpError
334,0.15343755
335,0.051538162
336,HttpError
337,HttpError
338,HttpError
339,HttpError
340,0.1748343
341,0.608855
342,HttpError
343,0.05540918
344,0.16499062
345,0.029222826
346,0.87158597
347,0.06706048
348,0.4383459
349,0.075016975
350,0.013910474
351,0.052300096
352,HttpError
353,HttpError
354,0.12353535
355,0.27761242
356,0.1790097
357,HttpError
358,0.18432106
359,HttpError
360,0.21836436
361,HttpError
362,0.059412777
363,HttpError
364,0.18836628
365,0.10968167
366,0.070052445
367,HttpError
368,HttpError
369,0.06947132
370,HttpError
371,HttpError
372,0.15529376
373,0.07419248
374,0.029278833
375,0.069545396
376,0.27411827
377,HttpError
378,0.087924324
379,0.109812506
380,0.057748776
381,0.067822255
382,0.36035725
383,HttpError
384,HttpError
385,0.3424692
386,HttpError
387,0.1229845
388,0.11810568
389,0.20557389
390,HttpError
391,HttpError
392,HttpError
393,HttpError
394,HttpError
395,0.15386072
396,0.07382473
397,0.050369423
398,0.21127209
399,HttpError
400,HttpError
401,0.29194823
402,HttpError
403,0.3764772
404,HttpError
405,HttpError
406,HttpError
407,0.017555868
408,HttpError
409,0.23043169
410,0.017097916
411,0.6192484
412,0.21162035
413,0.18107069
414,0.7143426
415,0.1868188
416,0.06892548
417,0.104967445
418,0.071321286
419,0.32437262
420,0.073800534
421,0.09183673
422,0.06643543
423,0.22793214
424,0.061182983
425,0.15409507
426,0.043735184
427,0.12236895
428,0.081195466
429,0.12162638
430,HttpError
431,0.12372232
432,HttpError
433,HttpError
434,0.21385123
435,0.09537508
436,HttpError
437,0.3019595
438,0.034351725
439,0.019543702
440,HttpError
441,0.12619089
442,HttpError
443,0.20885597
444,HttpError
445,0.17278948
446,HttpError
447,0.11210336
448,HttpError
449,0.05136267
450,0.3158564
451,0.047596697
452,HttpError
453,0.059526887
454,0.33361354
455,0.1098831
456,HttpError
457,HttpError
458,0.086869776
459,HttpError
460,0.029255781
461,HttpError
462,0.06380259
463,0.18332975
464,HttpError
465,0.38356864
466,0.021656707
467,0.43390483
468,HttpError
469,HttpError
470,HttpError
471,0.15266638
472,0.09187348
473,0.32134137
474,0.36628366
475,0.061604425
476,0.10813108
477,HttpError
478,0.07464211
479,HttpError
480,0.0668263
481,0.1345974
482,HttpError
483,0.09587826
484,0.93329823
485,HttpError
486,0.16740091
487,HttpError
488,HttpError
489,0.5522218
490,HttpError
491,0.08392877
492,0.12813872
493,0.12372232
494,0.08169299
495,0.11635213
496,0.2166218
497,0.020610962
498,HttpError
499,0.23283006
500,0.1255782
501,0.32125974
502,0.069272555
503,0.050923683
504,0.048372906
505,0.32126305
506,0.23177885
507,0.76644164
508,HttpError
509,0.22548379
510,0.21151535
511,0.03571277
512,HttpError
513,0.6189208
514,HttpError
515,0.09088505
516,0.061662104
517,HttpError
518,0.5358662
519,0.33533892
520,0.07223738
521,HttpError
522,0.030481908
523,0.2022816
524,0.12047182
525,0.14881025
526,HttpError
527,HttpError
528,0.27677724
529,HttpError
530,0.06552089
531,HttpError
532,HttpError
533,0.0323404
534,HttpError
535,HttpError
536,0.19263001
537,HttpError
538,HttpError
539,0.16780642
540,0.11006337
541,0.029680673
542,HttpError
543,0.16760598
544,0.072880216
545,HttpError
546,0.11632173
547,0.17843737
548,HttpError
549,HttpError
550,0.06552396
551,HttpError
552,0.060483802
553,0.14892578
554,0.19043915
555,0.18187222
556,HttpError
557,0.06634471
558,HttpError
559,HttpError
560,0.7143426
561,0.24039327
562,0.30519646
563,0.049894903
564,0.095591955
565,0.019334123
566,0.025315024
567,HttpError
568,0.30321363
569,0.05218655
570,0.042702407
571,HttpError
572,HttpError
573,0.113300905
574,0.34629872
575,0.5845595
576,HttpError
577,0.1968799
578,0.06689116
579,0.18266457
580,HttpError
581,0.195144
582,HttpError
583,0.10584785
584,0.0663938
585,0.023805825
586,0.059939753
587,0.36585355
588,HttpError
589,HttpError
590,0.31343517
591,0.06801549
592,0.06565961
593,HttpError
594,0.12042176
595,0.23373117
596,0.1922127
597,0.062093306
598,HttpError
599,0.7143426
600,0.17226174
601,0.28896895
602,0.2319471
603,HttpError
604,0.14755294
605,0.11662344
606,0.093212605
607,HttpError
608,HttpError
609,HttpError
610,0.37431663
611,0.030344838
612,HttpError
613,HttpError
614,HttpError
615,HttpError
616,0.33044612
617,0.042420115
618,0.044726048
619,0.22632799
620,0.46589994
621,HttpError
622,0.12265546
623,HttpError
624,0.12803018
625,0.15375075
626,HttpError
627,0.069899894
628,0.18040983
629,0.11199514
630,0.16978267
631,0.073870204
632,0.37377116
633,0.12357074
634,0.114734374
635,0.11623263
636,HttpError
637,0.069941856
638,HttpError
639,0.43257087
640,HttpError
641,0.22782962
642,0.0676889
643,0.051384483
644,HttpError
645,HttpError
646,0.11189195
647,0.07241313
648,0.7563617
649,0.14855331
650,HttpError
651,HttpError
652,0.310108
653,0.1827614
654,0.41555548
655,HttpError
656,0.029862035
657,0.03869182
658,0.23050521
659,HttpError
660,0.06284431
661,0.15042274
662,0.31444788
663,HttpError
664,0.42291674
665,0.21359004
666,HttpError
667,HttpError
668,HttpError
669,0.11893126
670,HttpError
671,0.04032261
672,HttpError
673,0.1325259
674,HttpError
675,0.105795905
676,0.19273832
677,0.39526978
678,0.17260098
679,0.20457383
680,0.15585516
681,HttpError
682,0.18584846
683,0.0751138
684,0.065691255
685,0.13561748
686,0.067387596
687,0.07498002
688,0.05001805
689,HttpError
690,HttpError
691,HttpError
692,0.041664116
693,0.1547144
694,0.15314549
695,0.027655406
696,HttpError
697,0.06399479
698,HttpError
699,HttpError
700,HttpError
701,0.36696866
702,0.43225425
703,0.015175406
704,0.15577108
705,HttpError
706,0.76644164
707,HttpError
708,0.14114842
709,0.06672754
710,HttpError
711,0.11645937
712,0.19252308
713,0.298979
714,0.60218096
715,0.050222255
716,0.22511905
717,HttpError
718,0.15982153
719,0.06750708
720,0.10786591
721,0.079283245
722,0.11615053
723,0.4314734
724,0.05889592
725,0.07139599
726,0.4175373
727,0.38647926
728,HttpError
729,HttpError
730,0.08285468
731,0.06703561
732,0.18746048
733,0.12308566
734,0.938859
735,0.2718214
736,HttpError
737,0.21264116
738,HttpError
739,HttpError
740,0.33654323
741,0.19010873
742,0.12594031
743,0.11793383
744,0.15858005
745,0.03559933
746,0.12733032
747,0.031063423
748,0.11756292
749,0.23325178
750,0.01153963
751,0.17548616
752,0.030670859
753,HttpError
754,0.109166674
755,HttpError
756,0.06858074
757,0.19841611
758,HttpError
759,0.83785176
760,HttpError
761,HttpError
762,0.026595417
763,HttpError
764,0.06566252
765,0.05709372
766,0.27740747
767,0.019548161
768,0.32238683
769,0.11380399
770,0.13232891
771,0.15666766
772,0.03523933
773,HttpError
774,HttpError
775,0.10301592
776,0.28050792
777,HttpError
778,0.25184435
779,0.24165125
780,HttpError
781,HttpError
782,0.2786251
783,0.13337462
784,0.28075585
785,0.92703164
786,0.1810122
787,0.0781595
788,0.24248265
789,0.18950625
790,0.19304611
791,0.008228832
792,HttpError
793,0.0909775
794,HttpError
795,0.2791392
796,0.07854548
797,HttpError
798,0.0477652
799,HttpError
800,0.28618294
801,0.06614061
802,0.07468467
803,0.22491342
804,HttpError
805,0.25115523
806,0.040364318
807,HttpError
808,HttpError
809,0.12768173
810,0.06492922
811,HttpError
812,0.04202797
813,0.06591881
814,0.106509976
815,0.07715447
816,0.0608173
817,0.2216204
818,0.27328178
819,0.11534535
820,HttpError
821,0.17014053
822,HttpError
823,HttpError
824,HttpError
825,0.0656699
826,HttpError
827,0.05046137
828,0.20591022
829,0.20418462
830,HttpError
831,0.104771554
832,0.23480946
833,0.62725043
834,0.08601968
835,HttpError
836,0.2026271
837,0.08992558
838,HttpError
839,0.0133372275
840,HttpError
841,0.030718368
842,0.11531804
843,0.11039508
844,0.0914192
845,0.059412777
846,HttpError
847,0.23613429
848,0.37325642
849,HttpError
850,HttpError
851,0.070955865
852,0.063525744
853,0.15210427
854,0.16392425
855,0.17705967
856,HttpError
857,0.10784419
858,0.20290467
859,HttpError
860,0.12336772
861,0.10240065
862,0.06475693
863,0.101192094
864,HttpError
865,0.03955111
866,0.11899368
867,0.0655671
868,0.07600777
869,0.38110977
870,HttpError
871,HttpError
872,0.1493156
873,0.050344754
874,0.12121459
875,0.07458468
876,HttpError
877,0.1968519
878,0.1461506
879,HttpError
880,HttpError
881,HttpError
882,HttpError
883,HttpError
884,0.27142188
885,0.608347
886,0.075979166
887,HttpError
888,0.24043782
889,0.15506041
890,0.115844704
891,HttpError
892,0.07668473
893,HttpError
894,HttpError
895,0.07959131
896,0.016180472
897,0.17343998
898,0.22192377
899,0.06607732
900,HttpError
901,0.035753343
902,0.37067372
903,HttpError
904,0.1188579
905,HttpError
906,0.18852635
907,HttpError
908,0.015540623
909,0.040786527
910,0.065061964
911,0.32175103
912,HttpError
913,0.14947546
914,0.055731095
915,HttpError
916,HttpError
917,0.22469717
918,HttpError
919,HttpError
920,0.26673022
921,HttpError
922,0.20239778
923,HttpError
924,0.16704595
925,0.51542956
926,0.07073789
927,HttpError
928,0.073579304
929,HttpError
930,0.064774364
931,0.061314918
932,HttpError
933,0.11328891
934,HttpError
935,HttpError
936,HttpError
937,HttpError
938,0.15342315
939,0.28305164
940,HttpError
941,0.18201359
942,0.2810774
943,0.13207431
944,HttpError
945,0.44289908
946,0.083276846
947,0.32177782
948,HttpError
949,HttpError
950,HttpError
951,HttpError
952,HttpError
953,HttpError
954,0.12521552
955,0.643809
956,HttpError
957,0.019000927
958,0.059793282
959,0.44033653
960,HttpError
961,0.046519544
962,HttpError
963,HttpError
964,0.22649297
965,HttpError
966,0.034751598
967,HttpError
968,0.19595516
969,0.11937006
970,0.050952926
971,0.05025828
972,0.2934421
973,HttpError
974,0.4123098
975,HttpError
976,0.045452327
977,HttpError
978,HttpError
979,0.104198374
980,0.19225086
981,0.07887095
982,0.08183263
983,0.32120305
984,0.045762353
985,HttpError
986,HttpError
987,HttpError
988,HttpError
989,HttpError
990,HttpError
991,0.10146069
992,HttpError
993,HttpError
994,0.08018202
995,0.28291136
996,HttpError
997,0.15191594
998,HttpError
999,0.10227073
1000,0.22143798
1001,0.2840016
1002,0.7170248
1003,0.059412777
1004,0.048448067
1005,HttpError
1006,0.06397622
1007,0.2794147
1008,0.032355864
1009,0.1672996
1010,HttpError
1011,0.4137524
1012,0.10846918
1013,0.12324622
1014,HttpError
1015,0.23109087
1016,0.07990403
1017,0.56599736
1018,0.871444
1019,0.5604571
1020,0.092885666
1021,HttpError
1022,HttpError
1023,HttpError
1024,0.23771052
1025,0.20606428
1026,0.14771014
1027,0.13959642
1028,HttpError
1029,0.014540999
1030,0.09016576
1031,0.35318375
1032,HttpError
1033,0.115043715
1034,0.15375075
1035,HttpError
1036,0.0636104
1037,0.07472349
1038,HttpError
1039,0.27593178
1040,0.27847865
1041,HttpError
1042,0.08730334
1043,0.12119527
1044,0.13751364
1045,0.085387744
1046,0.6368157
1047,HttpError
1048,0.043974992
1049,0.0923524
1050,0.6555494
1051,0.22757664
1052,0.107716516
1053,HttpError
1054,0.20505439
1055,0.16250612
1056,HttpError
1057,0.09589682
1058,0.07390979
1059,HttpError
1060,HttpError
1061,0.32794246
1062,0.43791977
1063,0.37679863
1064,HttpError
1065,0.24925931
1066,0.30109408
1067,HttpError
1068,0.117293134
1069,0.11670315
1070,0.40416595
1071,0.1789032
1072,0.18130463
1073,0.33716527
1074,HttpError
1075,HttpError
1076,HttpError
1077,0.028324414
1078,0.5070589
1079,0.10968108
1080,HttpError
1081,0.101208724
1082,HttpError
1083,0.12581985
1084,HttpError
1085,0.1196066
1086,0.22501689
1087,0.092975214
1088,0.22158627
1089,0.19613682
1090,HttpError
1091,HttpError
1092,0.12393902
1093,0.07450293
1094,0.037108976
1095,HttpError
1096,HttpError
1097,HttpError
1098,0.077846915
1099,0.119312085
1100,0.09932611
1101,0.37071368
1102,HttpError
1103,0.09336185
1104,0.17071731
1105,0.015803143
1106,0.14063522
1107,0.048377197
1108,HttpError
1109,0.07068752
1110,HttpError
1111,0.1982669
1112,HttpError
1113,0.13496844
1114,0.11113889
1115,HttpError
1116,0.16127174
1117,0.065605976
1118,0.07542864
1119,HttpError
1120,0.39080042
1121,HttpError
1122,0.053686276
1123,0.16998307
1124,0.07008711
1125,0.30993125
1126,HttpError
1127,0.20446798
1128,HttpError
1129,0.06891611
1130,0.16380106
1131,HttpError
1132,0.28446436
1133,0.23059465
1134,0.24756493
1135,0.124714136
1136,0.05082532
1137,HttpError
1138,0.029991712
1139,HttpError
1140,0.11925662
1141,0.12784742
1142,0.31164005
1143,0.07011462
1144,0.1345046
1145,0.13167123
1146,0.01739439
1147,0.8028341
1148,HttpError
1149,0.07466908
1150,0.9051832
1151,0.123539664
1152,0.14050083
1153,0.06932573
1154,0.06424134
1155,0.038013056
1156,0.17226174
1157,HttpError
1158,0.24688174
1159,HttpError
1160,HttpError
1161,0.16636808
1162,0.28962475
1163,0.3882637
1164,0.1822059
1165,0.113739744
1166,0.23747952
1167,0.048720326
1168,0.31325144
1169,HttpError
1170,0.37854642
1171,0.3214232
1172,0.29258838
1173,HttpError
1174,HttpError
1175,0.029203862
1176,0.037479248
1177,0.22926712
1178,HttpError
1179,0.10648352
1180,0.074746534
1181,0.18655346
1182,HttpError
1183,0.19998085
1184,0.27204555
1185,0.761402
1186,0.0949502
1187,0.22426492
1188,HttpError
1189,HttpError
1190,0.06826264
1191,0.16157904
1192,0.20500705
1193,HttpError
1194,HttpError
1195,HttpError
1196,HttpError
1197,0.039996427
1198,HttpError
1199,0.8028341
1200,0.015382299
1201,0.23089363
1202,0.90270954
1203,0.18978149
1204,0.044511784
1205,0.09186694
1206,0.04877886
1207,0.1263104
1208,0.039053556
1209,0.11738258
1210,HttpError
1211,HttpError
1212,0.25362745
1213,0.08361849
1214,0.07187839
1215,HttpError
1216,0.15191594
1217,HttpError
1218,0.038014244
1219,0.12726098
1220,0.04577884
1221,HttpError
1222,HttpError
1223,0.10381891
1224,HttpError
1225,HttpError
1226,HttpError
1227,0.070321165
1228,0.07368814
1229,HttpError
1230,0.07823326
1231,HttpError
1232,HttpError
1233,HttpError
1234,HttpError
1235,HttpError
1236,HttpError
1237,HttpError
1238,0.042616505
1239,HttpError
1240,0.19088006
1241,0.23176955
1242,HttpError
1243,0.38461506
1244,HttpError
1245,HttpError
1246,HttpError
1247,0.17402084
1248,HttpError
1249,0.2828675
1250,0.043974992
1251,0.099959895
1252,0.043251514
1253,HttpError
1254,HttpError
1255,HttpError
1256,0.029036181
1257,0.057185918
1258,HttpError
1259,0.29571006
1260,0.18095982
1261,HttpError
1262,HttpError
1263,0.06678396
1264,HttpError
1265,HttpError
1266,0.28004083
1267,HttpError
1268,0.11720162
1269,0.46589994
1270,HttpError
1271,0.035037532
1272,HttpError
1273,0.43300524
1274,HttpError
1275,0.53001565
1276,HttpError
1277,0.18229721
1278,HttpError
1279,0.9333764
1280,HttpError
1281,0.0062461053
1282,HttpError
1283,0.6519473
1284,0.22862259
1285,HttpError
1286,0.03898905
1287,HttpError
1288,0.2313907
1289,0.09634731
1290,HttpError
1291,0.3220613
1292,0.016062956
1293,0.061824486
1294,0.23064414
1295,0.08896769
1296,0.43243828
1297,0.16108827
1298,HttpError
1299,HttpError
1300,0.12430491
1301,0.37584716
1302,HttpError
1303,0.11548695
1304,HttpError
1305,HttpError
1306,0.22512083
1307,0.17648867
1308,HttpError
1309,0.07304794
1310,HttpError
1311,HttpError
1312,HttpError
1313,0.06548564
1314,0.3546432
1315,0.0875859
1316,0.24045295
1317,HttpError
1318,0.05898681
1319,HttpError
1320,0.23164035
1321,0.017810157
1322,0.5232628
1323,0.035543464
1324,HttpError
1325,0.4824165
1326,0.1979449
1327,HttpError
1328,HttpError
1329,HttpError
1330,0.36488327
1331,0.23233113
1332,0.36371395
1333,0.17226174
1334,0.39645442
1335,HttpError
1336,0.13326055
1337,HttpError
1338,0.080622345
1339,HttpError
1340,0.49378753
1341,0.05951064
1342,HttpError
1343,0.07121046
1344,0.057722524
1345,0.181653
1346,HttpError
1347,0.17226174
1348,0.15375075
1349,0.83785176
1350,0.32185826
1351,0.08589714
1352,HttpError
1353,HttpError
1354,0.13298358
1355,0.08579939
1356,0.04393302
1357,HttpError
1358,0.07179816
1359,0.10212371
1360,0.08140444
1361,0.12115535
1362,0.13349798
1363,HttpError
1364,0.22321916
1365,0.10364507
1366,0.08567274
1367,0.07407528
1368,0.08519754
1369,0.09864946
1370,HttpError
1371,HttpError
1372,0.26626232
1373,HttpError
1374,0.6079781
1375,0.12225973
1376,0.03569345
1377,0.1190114
1378,0.08567274
1379,0.46589994
1380,HttpError
1381,HttpError
1382,0.11635441
1383,HttpError
1384,HttpError
1385,HttpError
1386,0.11855302
1387,0.08940505
1388,0.09460646
1389,0.08567274
1390,0.42326945
1391,0.11859506
1392,HttpError
1393,0.06870036
1394,0.26398596
1395,0.072688445
1396,0.09962176
1397,0.04187618
1398,0.18745609
1399,HttpError
1400,0.9362384
1401,0.08567274
1402,HttpError
1403,0.052565534
1404,HttpError
1405,0.07404849
1406,0.10225888
1407,0.021906003
1408,0.06551365
1409,0.15637372
1410,0.0143118715
1411,0.24881579
1412,0.08567274
1413,0.1415805
1414,HttpError
1415,0.19261317
1416,0.17028607
1417,0.062572554
1418,0.119850926
1419,0.16108827
1420,HttpError
1421,0.5514455
1422,HttpError
1423,0.22835135
1424,0.12733972
1425,0.40108684
1426,0.26104155
1427,0.05248443
1428,HttpError
1429,0.19477218
1430,0.03972358
1431,0.18445584
1432,0.2067546
1433,0.08567274
1434,0.4596416
1435,HttpError
1436,HttpError
1437,0.074548654
1438,0.1771125
1439,0.024076663
1440,0.024341168
1441,0.07952074
1442,0.11642868
1443,0.070743054
1444,0.071855605
1445,HttpError
1446,0.32143655
1447,HttpError
1448,HttpError
1449,0.07808392
1450,0.051384483
1451,0.1682547
1452,0.12743959
1453,0.05981124
1454,0.06738621
1455,HttpError
1456,HttpError
1457,0.11034697
1458,0.2791133
1459,0.1539738
1460,0.060295142
1461,0.24485606
1462,0.030385323
1463,0.3143109
1464,HttpError
1465,HttpError
1466,0.15422156
1467,HttpError
1468,0.08567274
1469,0.4169554
1470,0.025812963
1471,0.07474843
1472,0.10100424
1473,0.12007374
1474,0.05124165
1475,0.1345974
1476,0.035484232
1477,0.17258894
1478,HttpError
1479,HttpError
1480,HttpError
1481,0.025879346
1482,HttpError
1483,0.19522622
1484,0.12982365
1485,0.043460544
1486,0.22846064
1487,0.24965088
1488,0.27314588
1489,HttpError
1490,0.071097404
1491,HttpError
1492,HttpError
1493,HttpError
1494,HttpError
1495,HttpError
1496,0.22071545
1497,HttpError
1498,0.044852886
1499,0.16445363
1500,0.08567274
1501,0.22560656
1502,0.12120232
1503,0.9557759
1504,HttpError
1505,HttpError
1506,HttpError
1507,HttpError
1508,0.3193647
1509,0.09371131
1510,0.1159546
1511,0.20996475
1512,0.09236818
1513,0.11121795
1514,HttpError
1515,0.15711392
1516,0.06700382
1517,0.1145833
1518,0.08581171
1519,0.13884147
1520,0.15825967
1521,HttpError
1522,HttpError
1523,HttpError
1524,0.23103997
1525,0.22363754
1526,0.089180775
1527,0.09380932
1528,0.27096018
1529,0.048421767
1530,0.15956953
1531,0.124839745
1532,HttpError
1533,0.31506717
1534,0.121406764
1535,0.51058865
1536,0.6415446
1537,0.37382427
1538,0.37363058
1539,0.07891101
1540,HttpError
1541,HttpError
1542,0.24189958
1543,HttpError
1544,HttpError
1545,HttpError
1546,0.1475311
1547,0.2128972
1548,0.08880657
1549,HttpError
1550,0.15792595
1551,0.09412225
1552,0.024076663
1553,HttpError
1554,0.15191594
1555,HttpError
1556,HttpError
1557,HttpError
1558,0.27293238
1559,0.1103254
1560,0.09180438
1561,HttpError
1562,0.17721249
1563,HttpError
1564,0.61294585
1565,HttpError
1566,0.12972377
1567,HttpError
1568,0.22098641
1569,HttpError
1570,HttpError
1571,HttpError
1572,0.06945581
1573,0.06531472
1574,0.08298143
1575,HttpError
1576,0.15034184
1577,HttpError
1578,0.23622356
1579,HttpError
1580,0.20513958
1581,0.054064255
1582,0.06392586
1583,0.020723455
1584,0.10751175
1585,0.19957875
1586,HttpError
1587,0.1530374
1588,HttpError
1589,HttpError
1590,0.34857652
1591,HttpError
1592,HttpError
1593,0.32248905
1594,0.49947128
1595,HttpError
1596,0.2548699
1597,0.3622392
1598,HttpError
1599,HttpError
1600,0.20118392
1601,0.14927
1602,0.03206822
1603,0.1546817
1604,0.6079781
1605,0.071832195
1606,HttpError
1607,HttpError
1608,HttpError
1609,0.07970642
1610,HttpError
1611,0.11918343
1612,0.12623696
1613,0.048718676
1614,0.6867344
1615,0.13764188
1616,0.16517508
1617,0.07880642
1618,HttpError
1619,0.025087219
1620,HttpError
1621,HttpError
1622,0.46589994
1623,HttpError
1624,0.08309328
1625,0.27885818
1626,HttpError
1627,0.07788975
1628,HttpError
1629,HttpError
1630,0.2545195
1631,0.13421494
1632,HttpError
1633,0.37146127
1634,HttpError
1635,0.12253192
1636,HttpError
1637,HttpError
1638,HttpError
1639,HttpError
1640,HttpError
1641,HttpError
1642,HttpError
1643,0.49348688
1644,0.12355362
1645,0.14173909
1646,0.16596171
1647,0.105437994
1648,0.1079507
1649,HttpError
1650,0.27458152
1651,HttpError
1652,0.32912844
1653,0.3325928
1654,0.32971594
1655,HttpError
1656,0.42349035
1657,HttpError
1658,HttpError
1659,0.06788626
1660,0.3597849
1661,0.21232133
1662,0.20003113
1663,0.46589994
1664,HttpError
1665,0.32185957
1666,HttpError
1667,HttpError
1668,HttpError
1669,0.92703164
1670,HttpError
1671,0.30146497
1672,0.074011944
1673,HttpError
1674,0.2398716
1675,HttpError
1676,0.17227302
1677,0.16860408
1678,HttpError
1679,0.25849888
1680,0.11483469
1681,0.072504856
1682,0.10516072
1683,0.13781519
1684,0.75112975
1685,HttpError
1686,0.5060906
1687,HttpError
1688,HttpError
1689,0.66615945
1690,HttpError
1691,0.2263336
1692,0.3132597
1693,0.23091048
1694,0.28096864
1695,HttpError
1696,0.04526244
1697,0.087235905
1698,HttpError
1699,0.11754033
1700,0.22350715
1701,0.030955866
1702,HttpError
1703,HttpError
1704,HttpError
1705,0.21759073
1706,0.27368993
1707,HttpError
1708,0.7143426
1709,0.093046136
1710,HttpError
1711,0.5316071
1712,0.10633494
1713,0.89005864
1714,HttpError
1715,0.055330317
1716,0.21917874
1717,0.279853
1718,0.113495424
1719,0.3019626
1720,0.1474865
1721,0.16468644
1722,0.18864727
1723,HttpError
1724,HttpError
1725,HttpError
1726,HttpError
1727,0.115469836
1728,HttpError
1729,0.19730969
1730,0.09336525
1731,0.13868497
1732,0.09672358
1733,0.24065216
1734,0.06846952
